Section,Mile,DTN,Elv,Desc,IndexSorted
8,770.0,0.2,3877,Blue Ridge Pkwy,1284
8,770.2,0.1,3914,Thunder Hill,1285
8,770.3,0.5,3982,Thunder Hill,1286
8,770.8,0.4,3841,Rockbridge,1287
8,771.2,0.8,3569,Blue Ridge Pkwy,1288
8,772.0,2.9,3454,Thunder Ridge,1289
8,"","","",Big Island  VA 24526,1290
8,"","","",Petites Gap Road (USFS 35),1291
8,"","","",Petites Gap Rd,1292
8,"","","",James River Face Wilderness,1293
8,774.9,0.0,2372,Petites Gap,1294
8,776.1,0.2,3054,Highcock Knob,1295
8,"","","",James River Face Wilderness,1296
8,776.3,0.0,2864,Rockbridge,1297
8,777.0,0.2,2440,Bedford,1298
8,777.2,0.4,2352,Marble Spring,1299
8,777.6,1.4,2457,Belfast Trl,1300
8,779.0,1.8,2368,Hickory Stand,1301
8,780.8,1.9,1922,Big Cove Branch,1302
8,"","","",Matts creek,1303
8,782.7,0.0,830,Matts creek,1304
8,783.3,1.4,711,Matts creek,1305
8,784.7,"",639,James River,1306
8,"","","",Amherst,1307
9,784.7,0.0,672,Glasgow  VA 24555,1308
9,"","","",US 501,1309
9,"","","",Glasgow VA,1310
9,784.9,1.0,675,Boat Lanch,1311
9,"","","",Virginia Byway,1312
9,"","","",Rocky Row Run,1313
9,785.9,0.2,797,State Rte 812,1314
9,786.1,0.3,915,Amherst,1315
9,786.4,0.3,912,Johns Hollow,1316
9,786.7,1.8,1085,Johns Hollow Shelter,1317
9,788.5,0.1,2335,Little Rocky Row,1318
9,788.6,1.1,2460,Rockbridge,1319
9,789.7,1.4,2982,Big Rocky Row,1320
9,791.1,1.2,2598,Saddle Gap,1321
9,792.3,0.9,2644,Saltlog Gap,1322
9,793.2,0.5,2933,Little Apple Mountain,1323
9,793.7,0.4,3267,Bluff Mountain,1324
9,794.1,0.1,3162,Rockbridge,1325
9,794.2,0.7,3044,Amherst,1326
9,794.9,0.5,2844,Punchbowl Mountain,1327
9,795.4,0.4,2555,Punchbowl,1328
9,"","","",Blue Ridge Parkway (Punchbowl),1329
9,795.8,0.2,2132,Blue Ridge Parkway (Mile 51.7),1330
9,"","","",Blue Ridge Pkwy,1331
9,796.0,0.1,2106,State Rte 607,1332
9,796.1,2.0,2106,Panther Falls Rd,1333
9,798.1,1.8,2142,Rice Mountain,1334
9,799.9,2.1,961,Reservoir Rd,1335
9,"","","",Pedlar River,1336
9,802.0,0.4,1066,Lynchburg Reservoir,1337
9,802.4,0.5,1108,Swapping Camp Creek,1338
9,802.9,1.0,1269,USFS 38,1339
9,803.9,1.0,1154,Brown Mountain Creek,1340
9,804.9,1.7,1364,Brown Mountain Creek,1341
9,806.6,0.1,2066,Buena Vista  VA 24416,1342
9,806.7,2.8,2057,US 60 Long Mtn Wayside,1343
9,"","","",Lexington Tpke,1344
9,809.5,1.0,4045,Bald Knob,1345
9,810.5,0.1,3464,Cowcamp Gap,1346
9,810.6,1.5,3503,Cow Camp Gap,1347
9,812.1,0.9,3923,Cole Mountain,1348
9,"","","",USFS 48,1349
9,"","","",Wiggins Spring Rd,1350
9,813.0,0.8,3497,Hog Camp Gap,1351
9,813.8,1.3,3792,Tar Jacket Ridge,1352
9,815.1,0.1,3234,Wiggins Spring Rd,1353
9,"","","",USFS 63,1354
9,"","","",State Rte 634,1355
9,815.2,0.0,3231,Salt Log Gap,1356
9,819.9,0.7,3697,Elk Pond Branch,1357
9,820.6,2.3,3789,Seeley Woodowrth Shelter,1358
9,822.9,0.6,3454,Spy Rock Rd,1359
9,823.5,3.1,3858,Maintop Mountain,1360
9,826.6,0.0,3316,State Rte 826,1361
9,"","","",Priest Wilderness,1362
9,827.4,0.2,3779,Priest Wilderness,1363
9,827.6,0.5,3887,The Priest,1364
9,828.1,4.1,4005,The Priest,1365
9,832.2,0.1,980,VA 56,1366
9,"","","",Montebello  VA 24464,1367
9,832.3,0.1,967,Crabtree Falls Hwy,1368
9,"","","",Tye River,1369
9,832.4,2.7,931,Three Ridges Wilderness,1370
9,835.1,0.3,1833,Harpers Creek,1371
9,835.4,0.0,1988,Three Ridges Wilderness,1372
9,"","","",Nelson,1373
9,837.0,1.2,3188,Chimney Rock,1374
9,838.2,0.2,3868,Appalachian Trl,1375
9,838.4,2.2,3953,Three Ridges,1376
9,840.6,0.5,2982,Bee Mountain,1377
9,841.1,0.7,2749,Maupin Field Shelter,1378
9,841.8,0.0,3074,Augusta,1379
9,"","","",Meadow Mountain,1380
9,"","","",VA 664 (Reeds Gap),1381
9,842.8,0.3,2637,Beech Grove Rd,1382
9,"","","",Reids Gap,1383
9,"","","",Augusta,1384
9,843.1,0.0,2719,Nelson,1385
9,"","","",Blue Ridge Parkway (3 Ridges Overlook),1386
9,843.4,0.0,2687,Blue Ridge Pkwy,1387
9,847.7,0.2,2952,Dripping Rock,1388
9,847.9,0.2,2949,Dripping Rock,1389
9,848.1,0.8,2893,Laurel Springs Gap,1390
9,848.9,1.6,3205,Blue Ridge Parkway (Humpback Picnic Parking),1391
9,850.5,0.6,3562,Humpback Mountain,1392
9,"","","",George Washington and Jefferson National Forest,1393
9,851.1,0.1,3425,Nelson,1394
9,851.2,3.3,3418,Augusta,1395
9,854.5,2.5,2230,Blue Ridge Parkway (Humpback Gap),1396
9,857.0,1.9,1574,Paul C. Wolfe Shelter,1397
9,"","","",Mill Creek,1398
9,858.9,3.0,1994,Nelson,1399
9,861.9,0.1,1889,Augusta,1400
9,862.0,0.0,1870,Waynesboro  VA 22980,1401
9,"","","",US Hwy 250,1402
9,"","","",Rockfish Gap,1403
9,"","","",Waynesboro VA,1404
10,"","","",I-64,1405
10,862.1,3.3,1899,I-64,1406
10,865.4,0.2,2608,Albemarle,1407
10,"","","",Skyline Drive (McCormick Gap),1408
10,865.6,0.0,2424,Royal Orchard Dr,1409
10,"","","",Skyline Dr,1410
10,"","","",McCormick Gap,1411
10,866.4,0.1,2844,Albemarle,1412
10,"","","",Bear Den Mountian Rd,1413
10,866.5,0.0,2860,Augusta,1414
10,866.7,0.1,2805,Bear Den Mountian Rd,1415
10,866.8,0.7,2851,Bear Den Mountain Trl,1416
10,"","","",Bear Den Mountain,1417
10,867.5,1.6,2532,Skyline Drive (Beagle Gap),1418
10,"","","",Skyline Dr,1419
10,"","","",Beagle Gap,1420
10,869.1,0.5,2952,Calf Mountain,1421
10,869.6,1.0,2647,Calf Mountain,1422
10,870.6,0.1,2250,Jarmans Gap Rd,1423
10,870.7,1.8,2234,Jarman Gap,1424
10,872.5,1.2,2191,Skyline Drive (Sawmill Run Overlook),1425
10,873.7,0.1,2578,Augusta,1426
10,873.8,0.2,2634,Albemarle,1427
10,874.0,0.1,2598,Turk Gap,1428
10,874.1,2.0,2588,Skyline Drive (Turk Gap),1429
10,"","","",Skyline Dr,1430
10,876.1,3.0,2979,Skyline Drive (Wildcat Ridge),1431
10,879.1,1.2,2687,Skyline Drive (Riprap),1432
10,880.3,1.7,2614,Skyline Dr,1433
10,882.0,0.1,2358,Augusta,1434
10,"","","",Skyline Drive (Black Rock Gap),1435
10,882.1,0.0,2319,Rockingham,1436
10,"","","",Blackrock Gap,1437
10,882.3,0.1,2372,Albemarle,1438
10,882.4,0.4,2375,Skyline Dr,1439
10,882.8,0.6,2742,Blackrock Hut,1440
10,883.4,0.5,3090,Blackrock,1441
10,883.9,0.6,2926,Skyline Drive (Black Rock),1442
10,884.5,0.1,2805,Skyline Dr,1443
10,884.6,1.4,2762,Skyline Drive (Jones Run),1444
10,"","","",Skyline Drive (Browns Gap),1445
10,"","","",Browns Gap Rd,1446
10,886.0,0.0,2578,Browns Gap,1447
10,886.9,0.4,2765,Skyline Dr,1448
10,887.3,0.8,2834,Skyline Drive (Doyles River Overlook),1449
10,888.1,3.0,2828,Skyline Drive (Doyles River Trailhead),1450
10,891.1,0.3,3047,Albemarle,1451
10,891.4,1.6,3287,Rockingham,1452
10,893.0,1.0,2614,Ivy Creek,1453
10,894.0,0.5,3061,Greene,1454
10,894.5,1.6,2870,Skyline Drive (Ivy Creek Overlook),1455
10,896.1,0.3,2486,Pinefield Hut,1456
10,896.4,0.1,2542,Skyline Dr,1457
10,896.5,0.7,2598,Pinefield Gap,1458
10,897.2,1.1,2854,Weaver Mountain,1459
10,"","","",Skyline Drive (Simmons Gap),1460
10,898.3,0.6,2247,Simmons Gap Rd,1461
10,"","","",Simmons Gap,1462
10,898.9,0.2,2506,Greene,1463
10,899.1,2.5,2604,Rockingham,1464
10,"","","",Skyline Dr,1465
10,901.6,0.0,2299,Powell Gap,1466
10,903.2,0.1,2611,Skyline Drive (Smith Roach Gap),1467
10,903.3,1.2,2621,Smith Roach Gap,1468
10,904.5,0.5,3205,Hightop Hut,1469
10,905.0,0.3,3517,Spring,1470
10,905.3,1.3,3480,Hightop,1471
10,906.6,0.0,2627,Skyline Drive (Hightop Mountain),1472
10,"","","",Skyline Dr,1473
10,907.0,0.1,2709,Greene,1474
10,907.1,0.7,2723,Rockingham,1475
10,907.8,0.1,2358,Spotswood Trl,1476
10,"","","",Skyline Dr,1477
10,907.9,6.4,2358,Swift Run Gap,1478
10,914.3,0.1,3156,Spring,1479
10,914.4,0.1,3152,Pocosin Cabin,1480
10,914.5,0.8,3143,Pocosin Rd,1481
10,915.3,0.5,3136,Page,1482
10,915.8,0.1,3185,Page,1483
10,915.9,0.7,3218,Greene,1484
10,916.6,0.6,3385,Lake/pond/tank,1485
10,917.2,0.2,3182,Bearfence Mountain Hut,1486
10,917.4,0.5,3228,Bearfence Mountain Hut,1487
10,917.9,0.1,3464,2012 Fence Fire,1488
10,918.0,0.4,3536,Bearfence Mountain,1489
10,918.4,1.4,3382,Skyline Drive (Bearfence Mountain),1490
10,"","","",Skyline Drive (Bootens Gap),1491
10,"","","",Middle River Rd,1492
10,919.8,0.7,3195,Bootens Gap,1493
10,920.5,0.2,3654,Madison,1494
10,920.7,2.1,3799,Hazeltop,1495
10,922.8,0.3,3254,Skyline Drive (Milam Gap),1496
10,"","","",Skyline Dr Scn,1497
10,923.1,0.8,3244,Milam Gap,1498
10,923.9,0.4,3307,Tanners Ridge Rd,1499
10,924.3,0.9,3310,Skyline Drive (Tanners Ridge overlook),1500
10,925.2,1.3,3625,Blackrock,1501
10,926.5,0.2,3215,Little Hawksbill Creek,1502
10,926.7,0.3,3152,Page,1503
10,927.0,0.1,3047,Redgate Rd,1504
10,927.1,1.8,3054,Fishers Gap,1505
10,928.9,1.4,3490,Rock Spring Hut,1506
10,"","","",Skyline Drive (Lower Hawksbill lot),1507
10,930.3,1.6,3346,Spring,1508
10,"","","",Hawksbill Gap,1509
10,931.9,0.6,3356,Madison,1510
10,932.5,0.4,3458,Pollock Knob,1511
10,932.9,0.4,3533,Skyline Drive (Skyland South),1512
10,933.3,0.4,3694,Skyline Drive (stables),1513
10,933.7,0.0,3690,Skyline Drive (Nature Trail Parking),1514
10,"","","",Skyland,1515
10,934.4,0.2,3723,Madison,1516
10,934.6,0.1,3576,Little Stony Man,1517
10,934.7,0.6,3566,Page,1518
10,935.3,3.1,3231,Skyline Drive (Little Stony Man),1519
10,938.4,1.7,3343,Rappahannock,1520
10,940.1,1.3,3270,Byrds Nest 3,1521
10,941.4,0.2,3454,Marys Rock,1522
10,941.6,1.2,3330,Rappahannock,1523
10,942.8,0.3,2483,Pass Run,1524
10,"","","",Page,1525
10,943.1,0.2,2342,Thornton Gap,1526
10,943.3,0.1,2230,US Hwy 211,1527
10,"","","",US Hwy 211,1528
10,943.4,1.3,2322,Skyline Dr,1529
10,944.7,0.7,2811,Pass Mountain Hut,1530
10,945.4,1.0,3044,Pass Mountain,1531
10,946.4,0.1,2493,Beahms Gap,1532
10,946.5,3.0,2486,Skyline Drive (Beahms Gap),1533
10,949.5,0.1,2604,Page,1534
10,949.6,2.5,2680,Rappahannock,1535
10,952.1,0.0,2463,Skyline Drive (Elkwallow Wayside),1536
10,"","","",Elk Wallow,1537
10,"","","",Skyline Dr,1538
10,"","","",Elkwallow Gap,1539
10,953.7,0.2,3087,Skyline Dr,1540
10,953.9,0.6,3231,Sugarloaf,1541
10,954.5,0.1,3435,Warren,1542
10,954.6,0.1,3382,Skyline Drive (Hogback Mountain),1543
10,954.7,0.7,3385,Skyline Dr,1544
10,955.4,0.9,3428,Hogback Mountain,1545
10,956.3,0.1,3015,Skyline Drive (Little Hogback Overlook),1546
10,956.4,0.6,3080,Little Hogback Mountain,1547
10,957.0,0.6,2814,Skyline Dr,1548
10,957.6,0.1,2595,Rappahannock,1549
10,957.7,0.4,2595,Warren,1550
10,958.1,0.2,2631,Gravel Springs Hut,1551
10,958.3,0.0,2664,Skyline Drive (Gravel Springs Gap),1552
10,"","","",Skyline Dr,1553
10,"","","",Gravel Springs Trl,1554
10,"","","",Gravel Springs Gap,1555
10,959.4,0.5,3205,South Marshall,1556
10,"","","",Skyline Dr,1557
10,959.9,0.1,3077,Mount Marshall,1558
10,960.0,0.6,3087,Skyline Drive (Marshall),1559
10,960.6,1.6,3362,North Marshall,1560
10,962.2,0.2,2732,Skyline Dr,1561
10,962.4,1.6,2687,2011 SMITH RUN Fire,1562
10,964.0,1.2,2368,Jenkins Gap,1563
10,965.2,0.5,2870,Compton Peak,1564
10,"","","",2011 SMITH RUN Fire,1565
10,965.7,0.3,2582,Warren,1566
10,"","","",Rappahannock,1567
10,966.0,0.1,2404,Skyline Drive (Compton Gap),1568
10,"","","",Skyline Dr,1569
10,"","","",Compton Gap,1570
10,"","","",Appalachian Trl,1571
10,"","","",Compton Gap,1572
10,966.1,0.2,2427,Appalachian Trl,1573
10,966.3,0.1,2480,Appalachian Trl,1574
10,966.4,1.1,2480,Carson Mountain,1575
10,967.5,0.7,2408,Appalachian Trl,1576
10,968.2,0.5,2135,State Rte 601,1577
10,968.7,0.8,1948,Tom Floyd Wayside,1578
10,969.5,0.7,1427,2011 4H Fire,1579
10,970.2,0.1,1076,Moore Run,1580
10,970.3,1.2,1085,State Rte 602,1581
10,971.5,0.1,961,Lake Front Royal,1582
10,"","","",VA 522 (Chester Gap),1583
10,"","","",US Hwy 522,1584
10,971.6,1.9,938,Sloan Creek,1585
10,973.5,1.0,1548,Intake Rd,1586
10,974.5,0.4,1902,Warren,1587
10,974.9,2.0,1801,CCC Rd,1588
10,976.9,1.0,1318,Jim & Molly Denton,1589
10,977.9,0.1,1062,VA 638,1590
10,"","","",VA 638 (Fiery Run Road),1591
10,978.0,0.0,1062,VA 638,1592
10,"","","",State Rte 638,1593
10,978.7,1.2,1440,Fauquier,1594
10,979.9,"",780,Goose Creek,1595
11,"","","",Front Royal  VA 22630,1596
11,979.9,0.0,790,VA 55 (Manassas Gap),1597
11,"","","",John Marshall Hwy,1598
11,"","","",Linden VA,1599
11,"","","",I-66,1600
11,980.0,0.1,800,I-66,1601
11,"","","",VA 725,1602
11,980.1,0.3,810,Tuckers Ln,1603
11,980.4,1.9,902,Lake/pond/tank,1604
11,982.3,0.1,1673,Fauquier,1605
11,"","","",Manassass Gap,1606
11,"","","",Tuckers Ln,1607
11,982.4,0.0,1666,Spring,1608
11,983.3,3.6,1847,Upper Ted Lake Parking Area,1609
11,986.9,2.0,1400,Dick's Dome,1610
11,988.9,3.0,1847,Clarke,1611
11,"","","",John Mosby Hwy,1612
11,"","","",John Mosby Hwy,1613
11,991.9,0.1,941,Lake/pond/tank,1614
11,992.0,2.6,1056,VA 601,1615
11,994.6,0.7,1000,Duke Hollow,1616
11,995.3,0.2,912,Rod Hollow,1617
11,995.5,1.7,889,Rod Hollow,1618
11,997.2,0.6,846,Morgan Mill Stream,1619
11,997.8,0.9,1348,Piney Ridge,1620
11,998.7,0.4,843,Ashby Hollow,1621
11,999.1,1.8,1036,Morgans Mill Rd,1622
11,1000.9,0.4,1190,Buzzard Hill,1623
11,1001.3,1.0,816,Fent Wiley Hollow,1624
11,1002.3,1.3,908,Sam Moore,1625
11,1003.6,0.4,731,Spout Run,1626
11,1004.0,1.2,951,Clarke,1627
11,"","","",Virginia,1628
11,1005.2,0.6,1292,Bears Den Hostel,1629
11,1005.8,0.1,1026,Bluemont  VA 20135,1630
11,"","","",Rt. 679 / Snickers Gap north side,1631
11,"","","",Harry Byrd Hwy,1632
11,1005.9,0.0,990,Harry Byrd Hwy,1633
11,1008.0,0.4,862,Raven Rocks Hollow,1634
11,"","","",Jefferson,1635
11,1008.4,0.4,1128,West Virginia,1636
11,1008.8,0.3,1368,Raven Rocks,1637
11,1009.1,0.8,1118,Rocky Branch,1638
11,1009.9,0.9,1591,Loudoun,1639
11,"","","",Loudoun,1640
11,1010.8,0.6,1607,Virginia,1641
11,1011.4,0.0,1653,Jefferson,1642
11,"","","",West Virginia,1643
11,1012.1,1.3,1440,Wilson Gap,1644
11,1013.4,3.3,1666,Blackburn Trail Center,1645
11,1016.7,2.1,1417,David Lesser Memorial,1646
11,"","","",Loudoun,1647
11,1018.8,0.3,1171,Virginia,1648
11,1019.1,0.6,1082,Jefferson,1649
11,"","","",West Virginia,1650
11,"","","",VA 9 (Keys Gap),1651
11,1019.7,0.1,912,Charles Town Pike,1652
11,1019.8,0.1,905,Keys Gap,1653
11,1019.9,1.4,912,Appalachian Trl,1654
11,1021.3,0.7,918,Appalachian Trl,1655
11,1022.0,1.5,1122,Appalachian Trl,1656
11,1023.5,0.8,1154,Loudoun Heights,1657
11,1024.3,0.6,610,Chestnut Hill Rd,1658
11,1024.9,0.2,305,William L Wilson Fwy,1659
11,1025.1,0.1,259,Shenandoah River,1660
11,"","","",Shenandoah Street,1661
11,1025.2,0.0,288,Shoreline Dr,1662
11,1025.3,0.2,314,Shenandoah St,1663
11,1025.5,0.1,406,Camp Hill,1664
11,1025.6,0.5,436,ATC Headquarters - Harpers Ferry,1665
11,"","","",Harpers Ferry  WV 25425,1666
11,1026.1,"",341,Harpers Ferry WV,1667
12,1026.1,0.1,272,US Rte 340 Alternate Rte,1668
12,1026.2,0.1,265,Potomac St,1669
12,"","","",Washington,1670
12,1026.3,0.1,249,Maryland,1671
12,1026.4,0.1,242,Potomac River,1672
12,1026.5,1.0,246,Washington,1673
12,1027.5,0.6,255,US Hwy 340,1674
12,1028.1,0.9,246,Lake/pond/tank,1675
12,1029.0,0.2,239,Israel Creek,1676
12,1029.2,0.0,265,Keep Tryst Road,1677
12,"","","",Keep Tryst Rd,1678
12,1029.3,0.1,318,Pleasant Valley,1679
12,1029.4,0.2,314,US Hwy 340,1680
12,"","","",US Hwy 340,1681
12,"","","",Weverton Road,1682
12,1029.6,1.5,383,Weverton Rd,1683
12,1031.1,1.4,1220,Frederick,1684
12,1032.5,3.6,1079,Ed Garvey,1685
12,"","","",Gathland State Park (south parking area),1686
12,1036.1,0.1,935,Arnoldstown Rd,1687
12,"","","",Gapland Rd,1688
12,1036.2,0.1,925,Crampton Gap,1689
12,"","","",Gathland State Park (north parking area),1690
12,"","","",Frederick,1691
12,1036.3,0.0,984,Washington,1692
12,1036.7,3.2,1174,Crampton Gap,1693
12,1039.9,1.5,1725,Lambs Knoll,1694
12,1041.4,1.1,1089,Rocky Run,1695
12,1042.5,0.1,1056,Reno Monument Road (Fox Gap),1696
12,"","","",Reno Monument Rd,1697
12,1042.6,0.0,1053,Fox Gap,1698
12,"","","",US Alt. 40 (Turners Gap),1699
12,"","","",Dahlgren Chapel,1700
12,"","","",Old National Pike,1701
12,1043.6,0.2,1062,Turners Gap,1702
12,1043.8,0.6,1194,Frederick,1703
12,1044.4,0.6,1473,Washington,1704
12,1045.0,0.2,1253,Monument Rd,1705
12,1045.2,0.2,1328,Washington Monument Road (Hiker Parking),1706
12,1045.4,0.2,1463,Washington Monument Road (Main Parking),1707
12,1045.6,2.2,1512,Monument Knob,1708
12,1047.8,0.2,1299,Boonsboro Mountain Road,1709
12,"","","",Boonsboro Mountain Rd,1710
12,1048.0,0.4,1400,Bartman Hill,1711
12,1048.4,0.1,1253,Boonsboro Mountain Rd,1712
12,1048.5,0.1,1194,Dwight D Eisenhower Hwy,1713
12,"","","",Dwight D Eisenhower Hwy,1714
12,1048.6,0.1,1210,US 40 (Annapolis Rock),1715
12,1048.7,0.4,1227,Baltimore National Pike,1716
12,1049.1,0.4,1387,Pine  Knob,1717
12,1049.5,1.8,1666,Pine Knob,1718
12,1051.3,0.6,1797,Washington,1719
12,1051.9,0.5,1784,Black Rock,1720
12,1052.4,0.7,1617,Black Rock Creek,1721
12,"","","",Frederick,1722
12,1053.1,4.1,1683,Black Rock Gap,1723
12,"","","",MD 17 (Wolfsville Road),1724
12,1057.2,0.0,1414,MD 17 (Wolfsville Road),1725
12,1057.3,0.2,1345,Wolfsville Rd,1726
12,1057.5,0.5,1387,Ensign Cowall,1727
12,1058.0,1.2,1522,Appalachian Trl,1728
12,1059.2,0.0,1597,Smithsburg  MD 21783,1729
12,"","","",State Hwy 77,1730
12,1060.3,0.5,1348,Appalachian Trl,1731
12,"","","",Warner Gap Rd,1732
12,"","","",Warner Hollow Rd,1733
12,1060.8,0.7,1158,Warner Gap Hollow,1734
12,1061.5,0.0,1076,Little Antietam Creek,1735
12,"","","",Raven Rock Hollow,1736
12,1061.6,0.8,1066,State Hwy 491,1737
12,1062.4,0.3,1656,Raven Rock,1738
12,1062.7,1.7,1643,Devil's Racecourse (old shelter),1739
12,1064.4,1.9,1784,High Rock Road,1740
12,1066.3,0.2,1437,Grey Rock Rd,1741
12,1066.5,1.0,1354,Washington,1742
12,"","","",Maryland,1743
12,"","","",Franklin,1744
12,1067.5,0.0,1213,Pennsylvania,1745
12,"","","",Cascade  MD 21719,1746
12,1067.6,0.1,1200,Pen Mar Road,1747
12,"","","",Pen Mar Rd,1748
12,1067.7,0.4,1213,Stephy Ave,1749
12,1068.1,0.5,1043,Falls Creek,1750
12,1068.6,1.2,1322,Buena Vista Rd,1751
12,1069.8,0.2,1272,Old Rte 16,1752
12,1070.0,0.1,1187,Red Run,1753
12,1070.1,0.0,1167,PA 16,1754
12,"","","",Buchanan Trl E,1755
12,1070.2,0.1,1220,Mentzer Gap Rd,1756
12,1070.3,0.3,1210,Mentzer Gap Road,1757
12,1070.6,0.2,1354,Rattlesnake Run Rd,1758
12,1070.8,1.3,1338,Woodring Ln,1759
12,1072.1,0.1,1404,Deer Lick,1760
12,1072.2,0.3,1404,Deer Lick Run,1761
12,1072.5,1.9,1496,Rattlesnake Run Road (Pipeline),1762
12,"","","",Antietam,1763
12,"","","",East Branch Antietam Creek,1764
12,1074.4,0.0,882,Antietam Cove,1765
12,1074.5,0.3,892,Appalachian Trl,1766
12,1074.8,0.1,928,Rattlesnake Run Rd,1767
12,1074.9,0.4,928,Rattlesnake Run Road,1768
12,"","","",Old Forge Rd,1769
12,1075.3,0.0,1000,Appalachian Trl,1770
12,"","","",Tumbling Run,1771
12,"","","",Tumbling Run,1772
12,"","","",Tumbling Run Road (Old Forge Road),1773
12,1075.5,0.0,1069,Appalachian Trl,1774
12,"","","",Appalachian Trl,1775
12,1078.7,0.7,2030,Snowy Mountain,1776
12,"","","",Snowy Mountain Road,1777
12,1079.4,0.6,1696,Stoney Mtn Rd,1778
12,1080.0,0.1,1551,South Mountain  PA 17261,1779
12,"","","",Coral Ridge Rd,1780
12,1080.1,0.3,1548,Rocky Mountain Creek,1781
12,"","","",PA 233,1782
12,1080.4,0.0,1594,State Rte 233,1783
12,1081.4,0.3,1781,Rocky Mountain,1784
12,1081.7,0.4,1748,Pivot Rock,1785
12,1082.1,3.0,1666,Rocky Mountain,1786
12,"","","",Fayetteville  PA 17222,1787
12,1085.1,0.0,938,Lincoln Way E,1788
12,1085.3,0.2,912,Conococheague Creek,1789
12,1085.5,0.1,915,US 30 (Caledonia State Park),1790
12,1085.6,1.1,915,Caledonia State Park,1791
12,1086.7,0.3,1354,Locust Gap Rd,1792
12,1087.0,0.6,1302,Appalachian Trl,1793
12,"","","",Quarry Gap,1794
12,1087.6,1.3,1469,Spring,1795
12,"","","",State Forest Rd,1796
12,1088.9,0.1,1978,Franklin,1797
12,1089.0,1.3,1981,Stillhouse Hollow Rd,1798
12,1090.3,1.0,2007,Big Pine Flat Ridge,1799
12,1091.3,0.7,2034,Middle Ridge Rd,1800
12,1092.0,0.1,1948,Cumberland,1801
12,1092.1,0.4,1958,Means Hollow Rd,1802
12,"","","",Milesburn Cabin,1803
12,"","","",Milesburn Rd,1804
12,1092.5,0.4,1669,Burd Run,1805
12,1092.9,1.4,1906,Ridge Rd,1806
12,1094.3,0.6,1916,Forest Rd,1807
12,1094.9,0.1,1801,Birch Run,1808
12,1095.0,1.1,1781,Birch Run,1809
12,1096.1,0.2,2011,Reese Rd,1810
12,"","","",Shippensburg-Arendtsville Road (Big Flat),1811
12,1096.3,1.0,2034,Shippensburg Rd,1812
12,1097.3,0.1,1968,Dead Woman's Hollow,1813
12,"","","",Appalachian Trl,1814
12,"","","",Forest Rd,1815
12,1097.4,0.4,1991,Appalachian Trl,1816
12,1097.8,0.9,1998,Appalachian Trl,1817
12,1098.7,0.5,1870,Forest Rd,1818
12,1099.2,0.8,1840,Appalachian Trl,1819
12,1100.0,0.5,1794,Woodrow Rd,1820
12,1100.5,0.6,1541,Toms Run,1821
12,1101.1,1.1,1295,Tom's Run,1822
12,1102.2,0.2,1328,Michaux Rd,1823
12,1102.4,0.6,1322,Old Shippensburg Road,1824
12,1103.0,0.2,1122,Bunkerhill Rd,1825
12,1103.2,0.9,1017,Old Shippenburg Rd,1826
12,1104.1,0.1,1062,Old Orchard Rd,1827
12,1104.2,0.2,1026,Old Orchard Rd,1828
12,1104.4,0.2,902,PA 233,1829
12,1104.6,0.1,882,Centerville Rd,1830
12,1104.7,0.0,875,Ironmasters Mansion,1831
12,"","","",T346,1832
12,"","","",Bendersville Rd,1833
12,"","","",Pine Grove Furnace State Park,1834
12,1104.8,0.0,856,Pine Grove Furnace State Park,1835
12,"","","",T336,1836
12,1105.1,0.2,843,Pine Grove Furnace State Park,1837
12,1105.3,0.6,839,Mountain Creek,1838
12,"","","",Fuller Lake,1839
12,1105.9,1.4,826,Pine Grove Furnace State Park (Old Railroad Bed Road 2),1840
12,1107.3,4.9,1305,Old Forge Rd,1841
12,"","","",James Fry at Tagg Run,1842
12,1112.2,0.4,695,Tagg Run,1843
12,1112.6,0.0,659,Green Mountain Road (Tagg Run),1844
12,"","","",Pine Grove Rd,1845
12,1113.3,0.2,623,PA 34 (Hunter's Run),1846
12,"","","",Appalachian Trail Road,1847
12,"","","",State Rte 34,1848
12,1113.5,2.1,623,Appalachian Trail Rd,1849
12,"","","",Hunters Run,1850
12,1115.6,0.2,879,Mt. Holly Springs  PA 17065,1851
12,"","","",S Baltimore Ave,1852
12,"","","",Sheet Iron Roof Road,1853
12,1115.8,1.2,770,Sheet Iron Roof Rd,1854
12,1117.0,0.3,734,Mountain Rd,1855
12,1117.3,1.1,944,Rocky Ridge,1856
12,"","","",Whiskey Springs Road,1857
12,1118.4,0.0,813,Whiskey Springs Rd,1858
12,"","","",Old Town Run,1859
12,1120.4,0.1,862,Little Dogwood Run,1860
12,1120.5,1.0,875,Alec Kennedy,1861
12,1121.5,1.4,1049,White Rocks,1862
12,1122.9,0.4,528,No Official Name Or Unknown,1863
12,1123.3,0.1,521,Leidigh Road (south side only),1864
12,"","","",No Official Name Or Unknown,1865
12,1123.4,0.0,531,Leidigh Dr,1866
12,1124.1,0.1,488,No Official Name Or Unknown,1867
12,"","","",Bucher Hill Rd,1868
12,1124.2,0.1,469,Yellow Breeches Creek,1869
12,1124.3,0.1,475,Fishing Parking Lot,1870
12,1124.4,0.1,475,ATC Mid-Atlantic Office,1871
12,"","","",Boiling Springs  PA 17007,1872
12,"","","",State Rte 174,1873
12,"","","",Hilltop Rd,1874
12,"","","",Lake/pond/tank,1875
