"Mile","Elev","Type","Name","Link","index","Type"
"1107.3","1305","Pri/Sec","Old Forge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Forge-Rd/40.029/-77.267/3","12","S"
"1112.6","662","Pri/Sec","Pine Grove Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Pine-Grove-Rd/40.072/-77.204/3","12","S"
"1113.5","623","State","State Rte 34","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-34/40.080/-77.193/3","12","S"
"1113.5","623","Pri/Sec","Appalachian Trail Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trail-Rd/40.080/-77.193/3","12","S"
"1115.6","879","State","State Rte 94","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-94/40.092/-77.168/3","12","S"
"1115.8","769","Pri/Sec","Sheet Iron Roof Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Sheet-Iron-Roof-Rd/40.093/-77.164/3","12","S"
"1117.0","736","Pri/Sec","Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Mountain-Rd/40.092/-77.148/3","12","S"
"1118.4","813","Pri/Sec","Whiskey Springs Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Whiskey-Springs-Rd/40.098/-77.129/3","12","S"
"1123.4","531","Pri/Sec","Leidigh Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Leidigh-Dr/40.142/-77.116/3","12","S"
"1124.2","475","Pri/Sec","Bucher Hill Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bucher-Hill-Rd/40.148/-77.125/3","12","S"
"1124.5","482","State","State Rte 174","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-174/40.150/-77.127/3","12","S"
"1124.5","485","Pri/Sec","Hilltop Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Hilltop-Rd/40.150/-77.127/3","12","S"
"1124.6","525","Pri/Sec","S Ridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/S-Ridge-Rd/40.151/-77.124/3","13","S"
"1126.5","544","State","State Rte 74","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-74/40.173/-77.121/3","13","S"
"1127.5","508","Pri/Sec","Lisburn Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Lisburn-Rd/40.183/-77.112/3","13","S"
"1128.1","518","Pri/Sec","Boyer Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Boyer-Rd/40.190/-77.108/3","13","S"
"1128.6","508","State","State Rte 641","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-641/40.195/-77.108/3","13","S"
"1129.7","451","Pri/Sec","Ridge Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Ridge-Dr/40.207/-77.113/3","13","S"
"1130.2","449","Pri/Sec","N Old Stonehouse Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/N-Old-Stonehouse-Rd/40.212/-77.109/3","13","S"
"1130.9","508","Pri/Sec","Appalachian Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Dr/40.218/-77.106/3","13","S"
"1131.2","464","Interstate","I- 76","https://www.postholer.com/databook/Appalachian-Trail/Road/I--76/40.221/-77.103/3","13","S"
"1131.2","469","Interstate","I- 76","https://www.postholer.com/databook/Appalachian-Trail/Road/I--76/40.221/-77.103/3","13","S"
"1132.4","463","US","US Hwy 11","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-11/40.233/-77.109/3","13","S"
"1133.2","433","Pri/Sec","Bernheisel Bridge Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bernheisel-Bridge-Rd/40.240/-77.100/3","13","S"
"1133.3","429","Interstate","I- 81","https://www.postholer.com/databook/Appalachian-Trail/Road/I--81/40.243/-77.101/3","13","S"
"1133.4","444","Interstate","I- 81","https://www.postholer.com/databook/Appalachian-Trail/Road/I--81/40.243/-77.101/3","13","S"
"1133.8","472","Pri/Sec","Country Club Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Country-Club-Rd/40.249/-77.102/3","13","S"
"1136.0","393","Pri/Sec","Sherwood Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Sherwood-Dr/40.274/-77.099/3","13","S"
"1136.9","492","State","State Rte 944","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-944/40.284/-77.094/3","13","S"
"1140.8","679","Pri/Sec","458","https://www.postholer.com/databook/Appalachian-Trail/Road/458/40.319/-77.081/3","13","S"
"1141.1","656","State","State Rte 850","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-850/40.322/-77.077/3","13","S"
"1149.3","353","Pri/Sec","Little Boston Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Little-Boston-Rd/40.383/-77.031/3","13","S"
"1149.4","352","Pri/Sec","Sherman Creek Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Sherman-Creek-Rd/40.385/-77.031/3","13","S"
"1149.5","356","Pri/Sec","Mountain St","https://www.postholer.com/databook/Appalachian-Trail/Road/Mountain-St/40.386/-77.032/3","13","S"
"1149.6","359","Pri/Sec","Fisher St","https://www.postholer.com/databook/Appalachian-Trail/Road/Fisher-St/40.387/-77.032/3","13","S"
"1149.6","360","Pri/Sec","Morgan St","https://www.postholer.com/databook/Appalachian-Trail/Road/Morgan-St/40.387/-77.032/3","13","S"
"1149.7","357","Pri/Sec","E Main St","https://www.postholer.com/databook/Appalachian-Trail/Road/E-Main-St/40.388/-77.032/3","13","S"
"1149.7","357","US","US Hwy 15","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-15/40.388/-77.032/3","13","S"
"1149.7","354","Pri/Sec","Main St","https://www.postholer.com/databook/Appalachian-Trail/Road/Main-St/40.388/-77.031/3","13","S"
"1149.8","347","Pri/Sec","Walnut St","https://www.postholer.com/databook/Appalachian-Trail/Road/Walnut-St/40.389/-77.031/3","13","S"
"1149.9","352","Pri/Sec","Apple St","https://www.postholer.com/databook/Appalachian-Trail/Road/Apple-St/40.390/-77.031/3","13","S"
"1149.9","357","Pri/Sec","Cumberland St","https://www.postholer.com/databook/Appalachian-Trail/Road/Cumberland-St/40.390/-77.032/3","13","S"
"1149.9","363","Pri/Sec","Maple St","https://www.postholer.com/databook/Appalachian-Trail/Road/Maple-St/40.391/-77.031/3","13","S"
"1150.0","362","Pri/Sec","Ann St","https://www.postholer.com/databook/Appalachian-Trail/Road/Ann-St/40.391/-77.031/3","13","S"
"1150.0","365","Pri/Sec","Plum St","https://www.postholer.com/databook/Appalachian-Trail/Road/Plum-St/40.392/-77.031/3","13","S"
"1150.1","367","Pri/Sec","Broadway Ave","https://www.postholer.com/databook/Appalachian-Trail/Road/Broadway-Ave/40.393/-77.030/3","13","S"
"1150.1","367","Pri/Sec","Jones St","https://www.postholer.com/databook/Appalachian-Trail/Road/Jones-St/40.393/-77.030/3","13","S"
"1150.2","367","Pri/Sec","Green St","https://www.postholer.com/databook/Appalachian-Trail/Road/Green-St/40.394/-77.029/3","13","S"
"1150.2","366","Pri/Sec","Chestnut St","https://www.postholer.com/databook/Appalachian-Trail/Road/Chestnut-St/40.395/-77.029/3","13","S"
"1150.3","364","Pri/Sec","Cherry St","https://www.postholer.com/databook/Appalachian-Trail/Road/Cherry-St/40.395/-77.028/3","13","S"
"1150.3","366","Pri/Sec","Hickory St","https://www.postholer.com/databook/Appalachian-Trail/Road/Hickory-St/40.396/-77.028/3","13","S"
"1150.5","361","Pri/Sec","Clark St","https://www.postholer.com/databook/Appalachian-Trail/Road/Clark-St/40.397/-77.026/3","13","S"
"1150.6","370","Pri/Sec","Martha St","https://www.postholer.com/databook/Appalachian-Trail/Road/Martha-St/40.398/-77.025/3","13","S"
"1150.6","370","Pri/Sec","Susan St","https://www.postholer.com/databook/Appalachian-Trail/Road/Susan-St/40.398/-77.024/3","13","S"
"1150.7","370","Pri/Sec","Rebecca St","https://www.postholer.com/databook/Appalachian-Trail/Road/Rebecca-St/40.399/-77.023/3","13","S"
"1150.7","367","Pri/Sec","Rachel St","https://www.postholer.com/databook/Appalachian-Trail/Road/Rachel-St/40.400/-77.022/3","13","S"
"1150.9","365","Pri/Sec","Fritz Ave","https://www.postholer.com/databook/Appalachian-Trail/Road/Fritz-Ave/40.401/-77.020/3","13","S"
"1151.1","354","Pri/Sec","N Market St","https://www.postholer.com/databook/Appalachian-Trail/Road/N-Market-St/40.402/-77.018/3","13","S"
"1151.2","347","State","State Rte 849","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-849/40.403/-77.016/3","13","S"
"1151.5","351","State","State Rte 849","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-849/40.402/-77.011/3","13","S"
"1151.9","337","US","US Hwy 22","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-22/40.396/-77.009/3","13","S"
"1152.0","360","State","State Rte 147","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-147/40.396/-77.008/3","13","S"
"1157.8","1259","Pri/Sec","Jeep Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Jeep-Trl/40.408/-76.945/3","13","S"
"1158.7","1227","State","State Rte 225","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-225/40.411/-76.930/3","13","S"
"1159.6","1279","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.416/-76.916/3","13","S"
"1163.4","1348","Pri/Sec","Victoria Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Victoria-Trl/40.434/-76.853/3","13","S"
"1168.8","538","State","State Rte 325","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-325/40.452/-76.776/3","13","S"
"1168.8","538","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.452/-76.776/3","13","S"
"1180.8","902","Pri/Sec","Old RR Bed","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Rr-Bed/40.497/-76.597/3","13","S"
"1181.2","823","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.495/-76.590/3","13","S"
"1184.4","561","Pri/Sec","Greenpoint School Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Greenpoint-School-Rd/40.490/-76.551/3","13","S"
"1184.4","564","State","State Rte 443","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-443/40.490/-76.551/3","13","S"
"1185.1","482","Pri/Sec","Moonshine Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Moonshine-Rd/40.482/-76.551/3","13","S"
"1186.5","459","State","State Rte 72","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-72/40.480/-76.533/3","13","S"
"1186.6","437","Pri/Sec","Old State Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-State-Rd/40.481/-76.531/3","13","S"
"1186.9","429","Interstate","I- 81","https://www.postholer.com/databook/Appalachian-Trail/Road/I--81/40.479/-76.528/3","13","S"
"1186.9","475","Interstate","I- 81","https://www.postholer.com/databook/Appalachian-Trail/Road/I--81/40.479/-76.528/3","13","S"
"1193.1","1468","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.495/-76.432/3","13","S"
"1194.9","1325","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.500/-76.402/3","13","S"
"1195.1","1320","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.502/-76.397/3","13","S"
"1196.0","1348","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.506/-76.383/3","13","S"
"1196.3","1217","State","State Rte 645","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-645/40.507/-76.377/3","13","S"
"1198.4","1440","State","State Rte 501","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-501/40.513/-76.344/3","13","S"
"1198.7","1430","Pri/Sec","Pilger Ruh Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Pilger-Ruh-Rd/40.515/-76.339/3","13","S"
"1198.7","1430","Pri/Sec","Pilger Run Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Pilger-Run-Rd/40.515/-76.339/3","13","S"
"1207.7","1421","State","State Rte 183","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-183/40.527/-76.223/3","13","S"
"1207.7","1429","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.527/-76.223/3","13","S"
"1213.5","1601","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.548/-76.148/3","13","S"
"1216.6","1236","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.553/-76.105/3","13","S"
"1220.1","1433","Pri/Sec","State Game Land Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Game-Land-Rd/40.560/-76.060/3","13","S"
"1222.9","396","Pri/Sec","Penn St","https://www.postholer.com/databook/Appalachian-Trail/Road/Penn-St/40.579/-76.025/3","13","S"
"1223.4","403","State","State Rte 61","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-61/40.574/-76.020/3","13","S"
"1223.5","439","Pri/Sec","Blue Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Mountain-Rd/40.574/-76.020/3","13","S"
"1225.8","1360","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.583/-75.990/3","14","S"
"1228.7","867","Pri/Sec","Reservoir Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Reservoir-Rd/40.590/-75.944/3","14","S"
"1230.6","1525","Pri/Sec","Reservoir Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Reservoir-Rd/40.598/-75.933/3","14","S"
"1230.7","1555","Pri/Sec","Valley Rim Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Valley-Rim-Trl/40.598/-75.934/3","14","S"
"1233.0","1568","Pri/Sec","Pinnacle Side Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Pinnacle-Side-Trl/40.613/-75.918/3","14","S"
"1235.4","1400","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.606/-75.957/3","14","S"
"1238.1","688","Pri/Sec","Hawk Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Hawk-Mountain-Rd/40.634/-75.961/3","14","S"
"1239.2","721","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.645/-75.955/3","14","S"
"1240.3","1399","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.654/-75.956/3","14","S"
"1247.7","1354","Pri/Sec","Fort Franklin Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Fort-Franklin-Rd/40.694/-75.842/3","14","S"
"1249.9","1351","State","State Rte 309","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-309/40.707/-75.807/3","14","S"
"1250.2","1430","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.710/-75.805/3","14","S"
"1254.8","1423","Pri/Sec","Church Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Church-Rd/40.744/-75.738/3","14","S"
"1258.1","1302","Pri/Sec","Blue Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Mountain-Rd/40.770/-75.696/3","14","S"
"1258.2","1330","Pri/Sec","Ashfield Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Ashfield-Rd/40.770/-75.694/3","14","S"
"1260.7","1564","Interstate","I- 476","https://www.postholer.com/databook/Appalachian-Trail/Road/I--476/40.780/-75.653/3","14","S"
"1260.7","1564","Interstate","I- 476","https://www.postholer.com/databook/Appalachian-Trail/Road/I--476/40.780/-75.652/3","14","S"
"1261.5","1453","Pri/Sec","Translator Ln","https://www.postholer.com/databook/Appalachian-Trail/Road/Translator-Ln/40.781/-75.638/3","14","S"
"1263.3","423","State","State Rte 873","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-873/40.781/-75.609/3","14","S"
"1263.6","472","State","State Rte 145","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-145/40.782/-75.604/3","14","S"
"1263.7","472","State","State Rte 248","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-248/40.782/-75.604/3","14","S"
"1265.6","1459","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.798/-75.584/3","14","S"
"1266.0","1459","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.799/-75.578/3","14","S"
"1266.0","1463","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.800/-75.576/3","14","S"
"1268.6","1105","Pri/Sec","Blue Mountain Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Blue-Mountain-Dr/40.808/-75.535/3","14","S"
"1275.9","1548","Pri/Sec","T606","https://www.postholer.com/databook/Appalachian-Trail/Road/T606/40.826/-75.414/3","14","S"
"1283.9","965","State","State Rte 33","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-33/40.861/-75.294/3","14","S"
"1283.9","960","State","State Rte 33","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-33/40.861/-75.294/3","14","S"
"1284.0","954","State","State Rte 115","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-115/40.861/-75.293/3","14","S"
"1286.1","1564","Pri/Sec","Appalacion Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalacion-Trl/40.880/-75.273/3","14","S"
"1288.7","1646","Pri/Sec","Packanack Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Packanack-Dr/40.906/-75.247/3","14","S"
"1288.9","1655","Pri/Sec","Sunset Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Sunset-Dr/40.909/-75.245/3","14","S"
"1290.3","1573","Pri/Sec","S Valley View Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/S-Valley-View-Dr/40.919/-75.226/3","14","S"
"1290.3","1571","Pri/Sec","Mt Glen Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Mt-Glen-Dr/40.919/-75.226/3","14","S"
"1291.2","1561","Pri/Sec","Christine Ct","https://www.postholer.com/databook/Appalachian-Trail/Road/Christine-Ct/40.929/-75.218/3","14","S"
"1291.3","1548","Pri/Sec","Eagles Vw","https://www.postholer.com/databook/Appalachian-Trail/Road/Eagles-Vw/40.930/-75.216/3","14","S"
"1291.7","1482","Pri/Sec","Eagles Vw","https://www.postholer.com/databook/Appalachian-Trail/Road/Eagles-Vw/40.932/-75.210/3","14","S"
"1292.6","1391","State","State Rte 191","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-191/40.935/-75.197/3","14","S"
"1295.0","1272","Pri/Sec","Totts Gap Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Totts-Gap-Rd/40.948/-75.162/3","14","S"
"1296.1","1436","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/40.953/-75.142/3","14","S"
"1297.0","1458","Pri/Sec","Rim Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Rim-Rd/40.959/-75.129/3","14","S"
"1298.8","528","Pri/Sec","Larson Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Larson-Dr/40.975/-75.139/3","14","S"
"1298.9","557","Pri/Sec","Lake Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Lake-Rd/40.976/-75.140/3","14","S"
"1299.4","452","Pri/Sec","Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Mountain-Rd/40.981/-75.142/3","14","S"
"1299.5","393","State","State Rte 611","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-611/40.983/-75.141/3","15","S"
"1299.5","383","Pri/Sec","Delaware Ave","https://www.postholer.com/databook/Appalachian-Trail/Road/Delaware-Ave/40.983/-75.140/3","15","S"
"1299.6","383","Pri/Sec","Delaware Ave","https://www.postholer.com/databook/Appalachian-Trail/Road/Delaware-Ave/40.983/-75.140/3","15","S"
"1300.2","328","Pri/Sec","Old Mine Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Old-Mine-Rd/40.975/-75.135/3","15","S"
"1301.0","301","Interstate","I- 80","https://www.postholer.com/databook/Appalachian-Trail/Road/I--80/40.971/-75.124/3","15","S"
"1301.0","301","Interstate","I- 80","https://www.postholer.com/databook/Appalachian-Trail/Road/I--80/40.971/-75.124/3","15","S"
"1304.4","1347","Pri/Sec","Viking Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Viking-Trl/41.000/-75.089/3","15","S"
"1310.0","1177","Pri/Sec","Camp Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Camp-Rd/41.032/-75.004/3","15","S"
"1313.3","1246","Pri/Sec","Millbrook Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Millbrook-Rd/41.058/-74.964/3","15","S"
"1317.2","1384","County","Co Rd 624","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-624/41.089/-74.912/3","15","S"
"1317.3","1377","Pri/Sec","Long Pond Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Long-Pond-Dr/41.090/-74.911/3","15","S"
"1324.1","1161","Pri/Sec","Bevans Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Bevans-Rd/41.151/-74.838/3","15","S"
"1327.6","915","US","US Hwy 206","https://www.postholer.com/databook/Appalachian-Trail/Road/Us-Hwy-206/41.177/-74.791/3","15","S"
"1327.6","912","County","Co Rd 636","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-636/41.177/-74.791/3","15","S"
"1328.1","941","Pri/Sec","Sunrise Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Sunrise-Mountain-Rd/41.182/-74.785/3","15","S"
"1328.5","1263","Pri/Sec","Fairview Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Fairview-Rd/41.180/-74.781/3","15","S"
"1333.9","1417","Pri/Sec","Crigger Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Crigger-Rd/41.226/-74.710/3","15","S"
"1336.5","1318","County","Co Rd 650","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-650/41.252/-74.689/3","15","S"
"1337.6","1407","Pri/Sec","Upper Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Upper-Mountain-Rd/41.262/-74.679/3","15","S"
"1341.8","1491","State","State Rte 23","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-23/41.305/-74.670/3","15","S"
"1344.7","1095","County","Co Rd 519","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-519/41.329/-74.643/3","15","S"
"1345.5","971","Pri/Sec","Courtright Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Courtright-Rd/41.325/-74.632/3","15","S"
"1346.7","869","Pri/Sec","Ferguson Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Ferguson-Rd/41.321/-74.617/3","15","S"
"1347.3","721","Pri/Sec","Gemmer Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Gemmer-Rd/41.316/-74.608/3","15","S"
"1348.3","620","Pri/Sec","Goodrich Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Goodrich-Rd/41.310/-74.593/3","15","S"
"1348.8","649","Pri/Sec","Goldsmith Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Goldsmith-Rd/41.308/-74.587/3","15","S"
"1349.2","666","Pri/Sec","Goldsmith Ln","https://www.postholer.com/databook/Appalachian-Trail/Road/Goldsmith-Ln/41.304/-74.582/3","15","S"
"1349.6","606","County","Co Rd 651","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-651/41.302/-74.576/3","15","S"
"1349.9","606","Pri/Sec","Quarry Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Quarry-Rd/41.300/-74.572/3","15","S"
"1350.5","587","Pri/Sec","Jersey Ave","https://www.postholer.com/databook/Appalachian-Trail/Road/Jersey-Ave/41.297/-74.563/3","15","S"
"1351.6","423","State","State Rte 284","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-284/41.288/-74.552/3","15","S"
"1352.0","505","Pri/Sec","Oil City Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Oil-City-Rd/41.289/-74.546/3","15","S"
"1352.8","400","Pri/Sec","State Line Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Line-Rd/41.290/-74.537/3","15","S"
"1353.3","387","Pri/Sec","Oil City Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Oil-City-Rd/41.285/-74.531/3","15","S"
"1355.3","449","County","Co Rd 667","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-667/41.273/-74.522/3","15","S"
"1357.8","862","Pri/Sec","Lovemma Ln","https://www.postholer.com/databook/Appalachian-Trail/Road/Lovemma-Ln/41.255/-74.501/3","15","S"
"1358.4","711","County","Co Rd 565","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-565/41.248/-74.498/3","15","S"
"1359.9","418","County","Co Rd 517","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-517/41.236/-74.480/3","15","S"
"1361.4","403","Pri/Sec","Canal Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Canal-Rd/41.228/-74.467/3","15","S"
"1362.3","442","State","State Rte 94","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-94/41.219/-74.455/3","15","S"
"1365.3","1125","Pri/Sec","Barrett Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Barrett-Rd/41.214/-74.421/3","15","S"
"1366.4","1043","Pri/Sec","Iron Mountain Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Iron-Mountain-Rd/41.204/-74.411/3","15","S"
"1367.1","1125","Pri/Sec","Wawayanda Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/Wawayanda-Rd/41.203/-74.400/3","15","S"
"1367.8","1154","Pri/Sec","Warwick Tpke","https://www.postholer.com/databook/Appalachian-Trail/Road/Warwick-Tpke/41.202/-74.391/3","15","S"
"1369.2","1128","Pri/Sec","Longhouse Dr","https://www.postholer.com/databook/Appalachian-Trail/Road/Longhouse-Dr/41.195/-74.372/3","15","S"
"1372.0","1335","Pri/Sec","Continale","https://www.postholer.com/databook/Appalachian-Trail/Road/Continale/41.196/-74.337/3","15","S"
"1377.1","1135","State","State Rte 17A","https://www.postholer.com/databook/Appalachian-Trail/Road/State-Rte-17a/41.245/-74.286/3","15","S"
"1377.6","1210","Pri/Sec","Appalachian Trl","https://www.postholer.com/databook/Appalachian-Trail/Road/Appalachian-Trl/41.251/-74.282/3","15","S"
"1380.6","682","County","Co Rd 5","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-5/41.274/-74.254/3","15","S"
"1384.0","925","County","Co Rd 91","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-91/41.270/-74.215/3","15","S"
"1385.6","793","Pri/Sec","E Mombasha Rd","https://www.postholer.com/databook/Appalachian-Trail/Road/E-Mombasha-Rd/41.266/-74.194/3","15","S"
"1387.0","773","County","Co Rd 19","https://www.postholer.com/databook/Appalachian-Trail/Road/Co-Rd-19/41.270/-74.181/3","15","S"
