"Order","Desc","Mile","DTN","DTP","NW","Elev","LPL","HPL","Comment","Link","index","Type","Other"
"163","Rappahannock","965.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rappahannock/38.821/-78.170/3","10","W",""
"164","Skyline Drive (Compton Gap)","966.0","0.1","0.0","","2404","2401","2404","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Skyline-Drive-Compton-Ga/38.824/-78.171/3","10","W",""
"165","Skyline Dr","966.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Skyline-Dr/38.824/-78.170/3","10","W",""
"166","Compton Gap","966.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Compton-Gap/38.824/-78.171/3","10","W",""
"167","Appalachian Trl","966.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/38.824/-78.170/3","10","W",""
"168","Compton Gap","966.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Compton-Gap/38.825/-78.171/3","10","W",""
"169","Appalachian Trl","966.1","0.2","0.0","","2427","2420","2427","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/38.825/-78.171/3","10","W",""
"170","Appalachian Trl","966.3","0.1","0.2","","2480","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/38.827/-78.170/3","10","W","X"
"171","Carson Mountain","966.4","1.1","0.1","","2480","2467","2486","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carson-Mountain/38.829/-78.170/3","10","W","X"
"172","Appalachian Trl","967.5","0.7","1.1","","2408","2409","2409","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/38.841/-78.161/3","10","W",""
"173","State Rte 601","968.2","0.5","0.7","","2135","2135","2427","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-601/38.846/-78.164/3","10","W","X"
"174","Tom Floyd Wayside","968.7","0.8","0.5","","1948","1948","2152","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tom-Floyd-Wayside/38.850/-78.164/3","10","W","X"
"175","2011 4H Fire","969.5","0.7","0.8","","1427","1427","1948","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/2011-4H-Fire/38.856/-78.166/3","10","W","S"
"176","Moore Run","970.2","0.1","0.7","","1076","1076","1427","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Moore-Run/38.864/-78.163/3","10","W",""
"177","State Rte 602","970.3","1.2","0.1","","1085","1076","1085","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-602/38.864/-78.163/3","10","W",""
"178","Lake Front Royal","971.5","0.1","1.2","","961","961","1397","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lake-Front-Royal/38.877/-78.151/3","10","W","X"
"179","VA 522 (Chester Gap)","971.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-522-Chester-Gap/38.878/-78.151/3","10","W",""
"180","US Hwy 522","971.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Hwy-522/38.878/-78.151/3","10","W",""
"181","Sloan Creek","971.6","1.9","0.0","","938","938","961","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sloan-Creek/38.877/-78.151/3","10","W",""
"182","Intake Rd","973.5","1.0","1.9","","1548","951","1551","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Intake-Rd/38.879/-78.125/3","10","W","X"
"183","Warren","974.5","0.4","1.0","","1902","1541","1925","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Warren/38.882/-78.111/3","10","W","X"
"184","CCC Rd","974.9","2.0","0.4","","1801","1801","1912","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/CCC-Rd/38.881/-78.105/3","10","W",""
"185","Jim &amp; Molly Denton","976.9","1.0","2.0","","1318","1305","1801","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jim--Molly-Denton/38.890/-78.083/3","10","W","X"
"186","VA 638","977.9","0.1","0.0","","1062","1043","1318","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-638/38.897/-78.072/3","10","W","S"
"187","VA 638 (Fiery Run Road)","977.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-638-Fiery-Run-Road/38.897/-78.072/3","10","W",""
"188","VA 638","978.0","0.0","0.1","","1062","1062","1062","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-638/38.898/-78.072/3","10","W",""
"189","State Rte 638","978.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-638/38.898/-78.072/3","10","W","X"
"190","Fauquier","978.7","1.2","0.7","","1440","1062","1446","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fauquier/38.899/-78.062/3","10","W","X"
"191","Goose Creek","979.9","","1.2","","780","780","1440","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Goose-Creek/38.909/-78.054/3","10","W",""
"1","Front Royal VA 22630","","","","","","","","38.920000 -78.200000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Front-Royal-VA-22630/38.909/-78.054/3","11","W","X"
"2","VA 55 (Manassas Gap)","979.9","0.0","0.0","","790","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-55-Manassas-Gap/38.909/-78.054/3","11","W",""
"3","John Marshall Hwy","979.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/John-Marshall-Hwy/38.909/-78.053/3","11","W","R X"
"4","Linden VA","979.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Linden-VA/38.909/-78.054/3","11","W","R X"
"5","I-66","979.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/I-66/38.910/-78.053/3","11","W","R X"
"6","I-66","980.0","0.1","0.0","","800","798","800","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/I-66/38.910/-78.053/3","11","W","R X"
"7","VA 725","980.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-725/38.911/-78.053/3","11","W","X"
"8","Tuckers Ln","980.1","0.3","0.0","","810","810","810","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tuckers-Ln/38.911/-78.053/3","11","W","X"
"9","Lake/pond/tank","980.4","1.9","0.3","","902","803","951","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/38.915/-78.050/3","11","W","X"
"10","Fauquier","982.3","0.1","1.9","","1673","902","1738","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fauquier/38.929/-78.034/3","11","W",""
"11","Manassass Gap","982.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Manassass-Gap/38.931/-78.033/3","11","W",""
"12","Tuckers Ln","982.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tuckers-Ln/38.931/-78.034/3","11","W",""
"13","Spring","982.4","0.0","0.1","","1666","1656","1665","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spring/38.930/-78.033/3","11","W",""
"14","Upper Ted Lake Parking Area","983.3","3.6","0.9","","1847","1669","1856","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Upper-Ted-Lake-Parking-A/38.940/-78.040/3","11","W","S X"
"15","Dick's Dome","986.9","2.0","3.6","","1400","1400","2076","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dicks-Dome/38.970/-77.998/3","11","W",""
"16","Clarke","988.9","3.0","2.0","","1847","1368","1856","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Clarke/38.992/-77.992/3","11","W","S"
"17","John Mosby Hwy","988.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/John-Mosby-Hwy/39.017/-77.965/3","11","W",""
"18","John Mosby Hwy","988.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/John-Mosby-Hwy/39.017/-77.965/3","11","W",""
"19","Lake/pond/tank","991.9","0.1","0.0","","941","885","1847","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/39.016/-77.965/3","11","W",""
"20","VA 601","992.0","2.6","0.1","","1056","958","1056","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-601/39.017/-77.962/3","11","W","X"
"21","Duke Hollow","994.6","0.7","2.6","","1000","994","1259","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Duke-Hollow/39.040/-77.946/3","11","W",""
"22","Rod Hollow","995.3","0.2","0.7","","912","916","1108","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rod-Hollow/39.048/-77.944/3","11","W",""
"23","Rod Hollow","995.5","1.7","0.2","","889","889","912","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rod-Hollow/39.047/-77.942/3","11","W","S"
"24","Morgan Mill Stream","997.2","0.6","1.7","","846","793","1223","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Morgan-Mill-Stream/39.059/-77.930/3","11","W",""
"25","Piney Ridge","997.8","0.9","0.6","","1348","847","1348","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Piney-Ridge/39.062/-77.924/3","11","W",""
"26","Ashby Hollow","998.7","0.4","0.9","","843","770","1354","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Ashby-Hollow/39.071/-77.917/3","11","W",""
"27","Morgans Mill Rd","999.1","1.8","0.4","","1036","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Morgans-Mill-Rd/39.072/-77.912/3","11","W",""
"28","Buzzard Hill","1000.9","0.4","1.8","","1190","1003","1250","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Buzzard-Hill/39.081/-77.901/3","11","W","X"
"29","Fent Wiley Hollow","1001.3","1.0","0.4","","816","813","1190","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fent-Wiley-Hollow/39.084/-77.897/3","11","W",""
"30","Sam Moore","1002.3","1.3","1.0","","908","770","1187","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sam-Moore/39.091/-77.887/3","11","W",""
"31","Spout Run","1003.6","0.4","1.3","","731","731","1312","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spout-Run/39.102/-77.875/3","11","W","S"
"32","Clarke","1004.0","1.2","0.0","","951","725","967","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Clarke/39.106/-77.870/3","11","W",""
"33","Virginia","1004.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Virginia/39.106/-77.870/3","11","W",""
"34","Bears Den Hostel","1005.2","0.6","1.2","","1292","826","1292","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bears-Den-Hostel/39.111/-77.854/3","11","W",""
"35","Bluemont VA 20135","1005.8","0.1","0.6","","1026","1026","1295","39.120000 -77.830000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bluemont-VA-20135/39.116/-77.851/3","11","W","S"
"36","Rt. 679 / Snickers Gap north side","1005.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rt-679--Snickers-Gap-nor/39.116/-77.853/3","11","W","R"
"37","Harry Byrd Hwy","1005.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Harry-Byrd-Hwy/39.116/-77.853/3","11","W","R"
"38","Harry Byrd Hwy","1005.9","0.0","0.0","","990","994","994","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Harry-Byrd-Hwy/39.116/-77.853/3","11","W","R"
"39","Raven Rocks Hollow","1008.0","0.4","2.1","","862","823","1210","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Raven-Rocks-Hollow/39.137/-77.842/3","11","W","X"
"40","Jefferson","1008.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jefferson/39.140/-77.840/3","11","W",""
"41","West Virginia","1008.4","0.4","0.0","","1128","1128","1128","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Virginia/39.140/-77.840/3","11","W",""
"42","Raven Rocks","1008.8","0.3","0.4","","1368","1128","1368","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Raven-Rocks/39.140/-77.835/3","11","W",""
"43","Rocky Branch","1009.1","0.8","0.3","","1118","1118","1368","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rocky-Branch/39.144/-77.832/3","11","W",""
"44","Loudoun","1009.9","0.9","0.8","","1591","1118","1601","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Loudoun/39.147/-77.823/3","11","W",""
"45","Loudoun","1009.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Loudoun/39.158/-77.816/3","11","W",""
"46","Virginia","1010.8","0.6","0.0","","1607","1607","1607","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Virginia/39.158/-77.816/3","11","W",""
"47","Jefferson","1011.4","0.0","0.6","","1653","1604","1663","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jefferson/39.164/-77.813/3","11","W",""
"48","West Virginia","1011.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Virginia/39.164/-77.813/3","11","W",""
"49","Wilson Gap","1012.1","1.3","0.7","","1440","1381","1656","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wilson-Gap/39.172/-77.806/3","11","W",""
"50","Blackburn Trail Center","1013.4","3.3","1.3","","1666","1440","1679","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Blackburn-Trail-Center/39.188/-77.798/3","11","W",""
"51","David Lesser Memorial","1016.7","2.1","3.3","","1417","1374","1676","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/David-Lesser-Memorial/39.227/-77.779/3","11","W","S"
"52","Loudoun","1016.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Loudoun/39.253/-77.770/3","11","W","S"
"53","Virginia","1018.8","0.3","0.0","","1171","1171","1171","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Virginia/39.253/-77.770/3","11","W","S"
"54","Jefferson","1019.1","0.6","0.0","","1082","1082","1171","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jefferson/39.256/-77.769/3","11","W",""
"55","West Virginia","1019.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Virginia/39.256/-77.769/3","11","W",""
"56","VA 9 (Keys Gap)","1019.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/VA-9-Keys-Gap/39.262/-77.763/3","11","W",""
"57","Charles Town Pike","1019.7","0.1","0.0","","912","912","912","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Charles-Town-Pike/39.261/-77.762/3","11","W",""
"58","Keys Gap","1019.8","0.1","0.1","","905","905","912","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Keys-Gap/39.262/-77.762/3","11","W","X"
"59","Appalachian Trl","1019.9","1.4","0.1","","912","905","918","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.264/-77.761/3","11","W",""
"60","Appalachian Trl","1021.3","0.7","1.4","","918","777","931","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.281/-77.753/3","11","W","X"
"61","Appalachian Trl","1022.0","1.5","0.7","","1122","919","1125","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.289/-77.750/3","11","W","X"
"62","Loudoun Heights","1023.5","0.8","1.5","","1154","1003","1158","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Loudoun-Heights/39.308/-77.739/3","11","W","X"
"63","Chestnut Hill Rd","1024.3","0.6","0.8","","610","612","1158","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Chestnut-Hill-Rd/39.315/-77.741/3","11","W",""
"64","William L Wilson Fwy","1024.9","0.2","0.6","","305","305","305","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/William-L-Wilson-Fwy/39.319/-77.739/3","11","W","X"
"65","Shenandoah River","1025.1","0.1","0.2","","259","259","305","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shenandoah-River/39.320/-77.741/3","11","W","X"
"66","Shenandoah Street","1025.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shenandoah-Street/39.322/-77.743/3","11","W",""
"67","Shoreline Dr","1025.2","0.0","0.1","","288","259","287","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shoreline-Dr/39.321/-77.743/3","11","W",""
"68","Shenandoah St","1025.3","0.2","0.1","","314","308","318","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shenandoah-St/39.322/-77.744/3","11","W","X"
"69","Camp Hill","1025.5","0.1","0.2","","406","314","452","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Camp-Hill/39.324/-77.741/3","11","W","X"
"70","ATC Headquarters - Harpers Ferry","1025.6","0.5","0.1","","436","400","456","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/ATC-Headquarters---Harpe/39.325/-77.741/3","11","W",""
"71","Harpers Ferry WV 25425","1025.6","","","","","","","39.325400 -77.739300","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Harpers-Ferry-WV-25425/39.323/-77.731/3","11","W","S"
"72","Harpers Ferry WV","1026.1","","0.0","","341","341","341","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Harpers-Ferry-WV/39.323/-77.731/3","11","W","S"
"1","US Rte 340 Alternate Rte","1026.1","0.1","","","272","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Rte-340-Alternate-Rte/39.323/-77.730/3","12","W","R X"
"2","Potomac St","1026.2","0.1","0.1","","265","265","272","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Potomac-St/39.323/-77.730/3","12","W","R X"
"3","Washington","1026.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington/39.324/-77.729/3","12","W","X"
"4","Maryland","1026.3","0.1","0.0","","249","249","249","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Maryland/39.324/-77.729/3","12","W","X"
"5","Potomac River","1026.4","0.1","0.1","","242","242","249","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Potomac-River/39.324/-77.727/3","12","W",""
"6","Washington","1026.5","1.0","0.1","","246","242","262","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington/39.323/-77.725/3","12","W",""
"7","US Hwy 340","1027.5","0.6","1.0","","255","242","282","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Hwy-340/39.326/-77.707/3","12","W",""
"8","Lake/pond/tank","1028.1","0.9","0.6","","246","242","265","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/39.325/-77.696/3","12","W","X"
"9","Israel Creek","1029.0","0.2","0.9","","239","232","252","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Israel-Creek/39.329/-77.683/3","12","W",""
"10","Keep Tryst Road","1029.2","0.0","0.2","","265","240","265","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Keep-Tryst-Road/39.330/-77.682/3","12","W",""
"11","Keep Tryst Rd","1029.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Keep-Tryst-Rd/39.330/-77.682/3","12","W","X"
"12","Pleasant Valley","1029.3","0.1","0.1","","318","265","319","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pleasant-Valley/39.331/-77.685/3","12","W","X"
"13","US Hwy 340","1029.4","0.2","0.0","","314","319","364","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Hwy-340/39.331/-77.685/3","12","W",""
"14","US Hwy 340","1029.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Hwy-340/39.331/-77.685/3","12","W","X"
"15","Weverton Road","1029.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Weverton-Road/39.333/-77.683/3","12","W","X"
"16","Weverton Rd","1029.6","1.5","0.0","","383","354","383","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Weverton-Rd/39.333/-77.682/3","12","W","X"
"17","Frederick","1031.1","1.4","1.5","","1220","377","1220","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Frederick/39.343/-77.674/3","12","W","X"
"18","Ed Garvey","1032.5","3.6","1.4","","1079","1062","1223","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Ed-Garvey/39.360/-77.662/3","12","W",""
"19","Gathland State Park (south parking area)","1032.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gathland-State-Park-sout/39.405/-77.640/3","12","W","S"
"20","Arnoldstown Rd","1036.1","0.1","0.0","","935","939","958","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Arnoldstown-Rd/39.405/-77.640/3","12","W","S"
"21","Gapland Rd","1036.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gapland-Rd/39.406/-77.640/3","12","W","X"
"22","Crampton Gap","1036.2","0.1","0.0","","925","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Crampton-Gap/39.406/-77.640/3","12","W","X"
"23","Gathland State Park (north parking area)","1036.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gathland-State-Park-nort/39.406/-77.639/3","12","W","X"
"24","Frederick","1036.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Frederick/39.407/-77.639/3","12","W","X"
"25","Washington","1036.3","0.0","0.1","","984","951","980","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington/39.407/-77.639/3","12","W","X"
"26","Crampton Gap","1036.7","3.2","0.4","","1174","984","1174","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Crampton-Gap/39.413/-77.637/3","12","W",""
"27","Lambs Knoll","1039.9","1.5","3.2","","1725","1174","1722","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lambs-Knoll/39.449/-77.627/3","12","W","S"
"28","Rocky Run","1041.4","1.1","1.5","","1089","1089","1745","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rocky-Run/39.461/-77.631/3","12","W",""
"29","Reno Monument Road (Fox Gap)","1042.5","0.1","1.1","","1056","931","1089","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Reno-Monument-Road-Fox-G/39.470/-77.618/3","12","W","S"
"30","Reno Monument Rd","1042.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Reno-Monument-Rd/39.471/-77.618/3","12","W",""
"31","Fox Gap","1042.6","0.0","0.1","","1053","1053","1053","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fox-Gap/39.471/-77.617/3","12","W",""
"32","US Alt. 40 (Turners Gap)","1042.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Alt-40-Turners-Gap/39.484/-77.620/3","12","W","X"
"33","Dahlgren Chapel","1042.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dahlgren-Chapel/39.485/-77.620/3","12","W","X"
"34","Old National Pike","1042.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Old-National-Pike/39.484/-77.620/3","12","W","X"
"35","Turners Gap","1043.6","0.2","0.0","","1062","1062","1062","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Turners-Gap/39.485/-77.620/3","12","W","X"
"36","Frederick","1043.8","0.6","0.2","","1194","1072","1194","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Frederick/39.486/-77.618/3","12","W","X"
"37","Washington","1044.4","0.6","0.6","","1473","1194","1473","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington/39.490/-77.615/3","12","W",""
"38","Monument Rd","1045.0","0.2","0.6","","1253","1253","1476","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Monument-Rd/39.498/-77.618/3","12","W",""
"39","Washington Monument Road (Hiker Parking)","1045.2","0.2","0.2","","1328","1253","1328","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington-Monument-Road/39.498/-77.621/3","12","W","X"
"40","Washington Monument Road (Main Parking)","1045.4","0.2","0.2","","1463","1328","1463","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington-Monument-Road/39.499/-77.624/3","12","W",""
"41","Monument Knob","1045.6","2.2","0.2","","1512","1463","1511","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Monument-Knob/39.501/-77.623/3","12","W",""
"42","Boonsboro Mountain Road","1047.8","0.2","0.0","","1299","1282","1512","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Boonsboro-Mountain-Road/39.528/-77.613/3","12","W",""
"43","Boonsboro Mountain Rd","1047.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Boonsboro-Mountain-Rd/39.528/-77.613/3","12","W","X"
"44","Bartman Hill","1048.0","0.4","0.2","","1400","1299","1400","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bartman-Hill/39.530/-77.610/3","12","W","X"
"45","Boonsboro Mountain Rd","1048.4","0.1","0.4","","1253","1253","1407","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Boonsboro-Mountain-Rd/39.535/-77.608/3","12","W",""
"46","Dwight D Eisenhower Hwy","1048.5","0.1","0.0","","1194","1194","1253","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dwight-D-Eisenhower-Hwy/39.535/-77.607/3","12","W","X"
"47","Dwight D Eisenhower Hwy","1048.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dwight-D-Eisenhower-Hwy/39.535/-77.606/3","12","W","X"
"48","US 40 (Annapolis Rock)","1048.6","0.1","0.1","","1210","1197","1210","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-40-Annapolis-Rock/39.535/-77.604/3","12","W","X"
"49","Baltimore National Pike","1048.7","0.4","0.1","","1227","1204","1213","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Baltimore-National-Pike/39.537/-77.606/3","12","W",""
"50","Pine Knob","1049.1","0.4","0.4","","1387","1223","1374","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pine-Knob/39.542/-77.602/3","12","W","X"
"51","Pine Knob","1049.5","1.8","0.4","","1666","1381","1666","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pine-Knob/39.543/-77.597/3","12","W","S"
"52","Washington","1051.3","0.6","1.8","","1797","1591","1797","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington/39.565/-77.598/3","12","W",""
"53","Black Rock","1051.9","0.5","0.6","","1784","1781","1807","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Black-Rock/39.573/-77.596/3","12","W",""
"54","Black Rock Creek","1052.4","0.7","0.5","","1617","1620","1784","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Black-Rock-Creek/39.574/-77.590/3","12","W",""
"55","Frederick","1052.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Frederick/39.582/-77.585/3","12","W",""
"56","Black Rock Gap","1053.1","4.1","0.0","","1683","1519","1683","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Black-Rock-Gap/39.583/-77.585/3","12","W",""
"57","MD 17 (Wolfsville Road)","1053.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/MD-17-Wolfsville-Road/39.628/-77.560/3","12","W",""
"58","MD 17 (Wolfsville Road)","1057.2","0.0","4.1","","1414","1414","1414","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/MD-17-Wolfsville-Road/39.628/-77.559/3","12","W",""
